playerLabel,question,answer
格拉漢姆·祖西,格拉漢姆·祖西的出生日期是什么？,1986-08-18
格拉漢姆·祖西,格拉漢姆·祖西来自哪个国家？,美國
格拉漢姆·祖西,格拉漢姆·祖西的身高是多少？,178.0
格拉漢姆·祖西,格拉漢姆·祖西的性别是什么？,男
Rod Thomas,Rod Thomas的出生日期是什么？,1947-01-11
Rod Thomas,Rod Thomas来自哪个国家？,英国
Rod Thomas,Rod Thomas的性别是什么？,男
卡洛斯·羅梅羅,卡洛斯·羅梅羅的出生日期是什么？,1927-09-07
卡洛斯·羅梅羅,卡洛斯·羅梅羅来自哪个国家？,烏拉圭
卡洛斯·羅梅羅,卡洛斯·羅梅羅的性别是什么？,男
Edgardo González,Edgardo González的出生日期是什么？,1936-09-30
Edgardo González,Edgardo González来自哪个国家？,烏拉圭
Edgardo González,Edgardo González的性别是什么？,男
Nikita Kayusov,Nikita Kayusov的出生日期是什么？,1993-07-15
Nikita Kayusov,Nikita Kayusov来自哪个国家？,俄罗斯
Nikita Kayusov,Nikita Kayusov的性别是什么？,男
Yevgeni Kartusha,Yevgeni Kartusha的出生日期是什么？,1990-04-03
Yevgeni Kartusha,Yevgeni Kartusha来自哪个国家？,俄罗斯
Yevgeni Kartusha,Yevgeni Kartusha的性别是什么？,男
Aleksey Gorshkov,Aleksey Gorshkov的出生日期是什么？,1993-05-09
Aleksey Gorshkov,Aleksey Gorshkov来自哪个国家？,俄罗斯
Aleksey Gorshkov,Aleksey Gorshkov的性别是什么？,男
Fred Keenor,Fred Keenor的出生日期是什么？,1894-07-31
Fred Keenor,Fred Keenor来自哪个国家？,英国
Fred Keenor,Fred Keenor的性别是什么？,男
Fred Keenor,Fred Keenor的出生日期是什么？,1894-07-31
Fred Keenor,Fred Keenor来自哪个国家？,大不列颠及爱尔兰联合王国
Fred Keenor,Fred Keenor的性别是什么？,男
弗爾亨西奧·貝爾杜戈,弗爾亨西奧·貝爾杜戈的出生日期是什么？,1918-06-14
弗爾亨西奧·貝爾杜戈,弗爾亨西奧·貝爾杜戈来自哪个国家？,哥伦比亚
弗爾亨西奧·貝爾杜戈,弗爾亨西奧·貝爾杜戈的性别是什么？,男
伊沃·乌利赫,伊沃·乌利赫的出生日期是什么？,1974-09-05
伊沃·乌利赫,伊沃·乌利赫来自哪个国家？,捷克
伊沃·乌利赫,伊沃·乌利赫的身高是多少？,172.0
伊沃·乌利赫,伊沃·乌利赫的性别是什么？,男
帕维尔·切尔尼,帕维尔·切尔尼的出生日期是什么？,1962-10-11
帕维尔·切尔尼,帕维尔·切尔尼来自哪个国家？,捷克
帕维尔·切尔尼,帕维尔·切尔尼的性别是什么？,男
帕维尔·切尔尼,帕维尔·切尔尼的出生日期是什么？,1962-10-11
帕维尔·切尔尼,帕维尔·切尔尼来自哪个国家？,捷克斯洛伐克
帕维尔·切尔尼,帕维尔·切尔尼的性别是什么？,男
伊万·哈谢克,伊万·哈谢克的出生日期是什么？,1963-09-06
伊万·哈谢克,伊万·哈谢克来自哪个国家？,捷克
伊万·哈谢克,伊万·哈谢克的身高是多少？,176.0
伊万·哈谢克,伊万·哈谢克的性别是什么？,男
帕维尔·霍瓦特,帕维尔·霍瓦特的出生日期是什么？,1975-04-22
帕维尔·霍瓦特,帕维尔·霍瓦特来自哪个国家？,捷克
帕维尔·霍瓦特,帕维尔·霍瓦特的身高是多少？,178.0
帕维尔·霍瓦特,帕维尔·霍瓦特的性别是什么？,男
帕维尔·霍瓦特,帕维尔·霍瓦特的出生日期是什么？,1975-04-22
帕维尔·霍瓦特,帕维尔·霍瓦特来自哪个国家？,捷克斯洛伐克
帕维尔·霍瓦特,帕维尔·霍瓦特的身高是多少？,178.0
帕维尔·霍瓦特,帕维尔·霍瓦特的性别是什么？,男
Mikhail Kostyukov,Mikhail Kostyukov的出生日期是什么？,1991-08-09
Mikhail Kostyukov,Mikhail Kostyukov来自哪个国家？,俄罗斯
Mikhail Kostyukov,Mikhail Kostyukov的身高是多少？,182.0
Mikhail Kostyukov,Mikhail Kostyukov的性别是什么？,男
Alexander Kotov,Alexander Kotov的出生日期是什么？,1990-10-01
Alexander Kotov,Alexander Kotov来自哪个国家？,俄罗斯
Alexander Kotov,Alexander Kotov的性别是什么？,男
Artyom Kozlov,Artyom Kozlov的出生日期是什么？,1993-01-15
Artyom Kozlov,Artyom Kozlov来自哪个国家？,俄罗斯
Artyom Kozlov,Artyom Kozlov的性别是什么？,男
埃米利亞諾·薩拉,埃米利亞諾·薩拉的出生日期是什么？,1990-10-31
埃米利亞諾·薩拉,埃米利亞諾·薩拉来自哪个国家？,意大利
埃米利亞諾·薩拉,埃米利亞諾·薩拉的身高是多少？,187.0
埃米利亞諾·薩拉,埃米利亞諾·薩拉的性别是什么？,男
埃米利亞諾·薩拉,埃米利亞諾·薩拉的出生日期是什么？,1990-10-31
埃米利亞諾·薩拉,埃米利亞諾·薩拉来自哪个国家？,阿根廷
埃米利亞諾·薩拉,埃米利亞諾·薩拉的身高是多少？,187.0
埃米利亞諾·薩拉,埃米利亞諾·薩拉的性别是什么？,男
夏迪·沙高,夏迪·沙高的出生日期是什么？,1994-03-24
夏迪·沙高,夏迪·沙高来自哪个国家？,法國
夏迪·沙高,夏迪·沙高的身高是多少？,183.0
夏迪·沙高,夏迪·沙高的性别是什么？,男
夏迪·沙高,夏迪·沙高的出生日期是什么？,1994-03-24
夏迪·沙高,夏迪·沙高来自哪个国家？,马里
夏迪·沙高,夏迪·沙高的身高是多少？,183.0
夏迪·沙高,夏迪·沙高的性别是什么？,男
Artyom Kozikhin,Artyom Kozikhin的出生日期是什么？,1991-08-30
Artyom Kozikhin,Artyom Kozikhin来自哪个国家？,俄罗斯
Artyom Kozikhin,Artyom Kozikhin的性别是什么？,男
靴美利達,靴美利達的出生日期是什么？,1924-11-27
靴美利達,靴美利達来自哪个国家？,西班牙
靴美利達,靴美利達的性别是什么？,男
马克·普拉努斯,马克·普拉努斯的出生日期是什么？,1982-03-07
马克·普拉努斯,马克·普拉努斯来自哪个国家？,法國
马克·普拉努斯,马克·普拉努斯的身高是多少？,180.0
马克·普拉努斯,马克·普拉努斯的性别是什么？,男
大卫·贝里昂,大卫·贝里昂的出生日期是什么？,1982-11-27
大卫·贝里昂,大卫·贝里昂来自哪个国家？,法國
大卫·贝里昂,大卫·贝里昂的身高是多少？,181.0
大卫·贝里昂,大卫·贝里昂的性别是什么？,男
特雷穆利納,特雷穆利納的出生日期是什么？,1985-12-28
特雷穆利納,特雷穆利納来自哪个国家？,法國
特雷穆利納,特雷穆利納的身高是多少？,172.0
特雷穆利納,特雷穆利納的性别是什么？,男
安德列·比約戈·波科,安德列·比約戈·波科的出生日期是什么？,1993-01-01
安德列·比約戈·波科,安德列·比約戈·波科来自哪个国家？,加蓬
安德列·比約戈·波科,安德列·比約戈·波科的身高是多少？,173.0
安德列·比約戈·波科,安德列·比約戈·波科的性别是什么？,男
安德列·比約戈·波科,安德列·比約戈·波科的出生日期是什么？,1993-03-07
安德列·比約戈·波科,安德列·比約戈·波科来自哪个国家？,加蓬
安德列·比約戈·波科,安德列·比約戈·波科的身高是多少？,173.0
安德列·比約戈·波科,安德列·比約戈·波科的性别是什么？,男
弗兰西斯·吉约,弗兰西斯·吉约的出生日期是什么？,1960-02-09
弗兰西斯·吉约,弗兰西斯·吉约来自哪个国家？,法國
弗兰西斯·吉约,弗兰西斯·吉约的身高是多少？,182.0
弗兰西斯·吉约,弗兰西斯·吉约的性别是什么？,男
法赫德·本·哈勒法拉,法赫德·本·哈勒法拉的出生日期是什么？,1982-10-09
法赫德·本·哈勒法拉,法赫德·本·哈勒法拉来自哪个国家？,法國
法赫德·本·哈勒法拉,法赫德·本·哈勒法拉的身高是多少？,174.0
法赫德·本·哈勒法拉,法赫德·本·哈勒法拉的性别是什么？,男
法赫德·本·哈勒法拉,法赫德·本·哈勒法拉的出生日期是什么？,1982-10-09
法赫德·本·哈勒法拉,法赫德·本·哈勒法拉来自哪个国家？,突尼西亞
法赫德·本·哈勒法拉,法赫德·本·哈勒法拉的身高是多少？,174.0
法赫德·本·哈勒法拉,法赫德·本·哈勒法拉的性别是什么？,男
荷西·路易斯·帕尼素,荷西·路易斯·帕尼素的出生日期是什么？,1922-02-06
荷西·路易斯·帕尼素,荷西·路易斯·帕尼素来自哪个国家？,西班牙
荷西·路易斯·帕尼素,荷西·路易斯·帕尼素的性别是什么？,男
大衛·阿拉巴,大衛·阿拉巴的出生日期是什么？,1992-06-24
大衛·阿拉巴,大衛·阿拉巴来自哪个国家？,奧地利
大衛·阿拉巴,大衛·阿拉巴的身高是多少？,180.0
大衛·阿拉巴,大衛·阿拉巴的性别是什么？,男
克莱奥,克莱奥的出生日期是什么？,1985-08-09
克莱奥,克莱奥来自哪个国家？,巴西
克莱奥,克莱奥的身高是多少？,185.0
克莱奥,克莱奥的性别是什么？,男
Carlos Henrique dos Santos Souza,Carlos Henrique dos Santos Souza的出生日期是什么？,1983-05-02
Carlos Henrique dos Santos Souza,Carlos Henrique dos Santos Souza来自哪个国家？,巴西
Carlos Henrique dos Santos Souza,Carlos Henrique dos Santos Souza的身高是多少？,188.0
Carlos Henrique dos Santos Souza,Carlos Henrique dos Santos Souza的性别是什么？,男
Abdoulaye Keita,Abdoulaye Keita的出生日期是什么？,1990-08-16
Abdoulaye Keita,Abdoulaye Keita来自哪个国家？,法國
Abdoulaye Keita,Abdoulaye Keita的性别是什么？,男
Abdoulaye Keita,Abdoulaye Keita的出生日期是什么？,1990-08-16
Abdoulaye Keita,Abdoulaye Keita来自哪个国家？,马里
Abdoulaye Keita,Abdoulaye Keita的性别是什么？,男
艾斯比·祖格,艾斯比·祖格的出生日期是什么？,1992-03-03
艾斯比·祖格,艾斯比·祖格来自哪个国家？,斯洛文尼亞
艾斯比·祖格,艾斯比·祖格的身高是多少？,191.0
艾斯比·祖格,艾斯比·祖格的性别是什么？,男
亨利·赛韦,亨利·赛韦的出生日期是什么？,1990-10-26
亨利·赛韦,亨利·赛韦来自哪个国家？,法國
亨利·赛韦,亨利·赛韦的身高是多少？,174.0
亨利·赛韦,亨利·赛韦的性别是什么？,男
亨利·赛韦,亨利·赛韦的出生日期是什么？,1990-10-26
亨利·赛韦,亨利·赛韦来自哪个国家？,塞内加尔
亨利·赛韦,亨利·赛韦的身高是多少？,174.0
亨利·赛韦,亨利·赛韦的性别是什么？,男
Sebastián Morquio,Sebastián Morquio的出生日期是什么？,1976-01-22
Sebastián Morquio,Sebastián Morquio来自哪个国家？,烏拉圭
Sebastián Morquio,Sebastián Morquio的身高是多少？,192.0
Sebastián Morquio,Sebastián Morquio的性别是什么？,男
Alyaksandar Lukhvich,Alyaksandar Lukhvich的出生日期是什么？,1970-02-21
Alyaksandar Lukhvich,Alyaksandar Lukhvich来自哪个国家？,白俄羅斯
Alyaksandar Lukhvich,Alyaksandar Lukhvich的性别是什么？,男
Alyaksandar Lukhvich,Alyaksandar Lukhvich的出生日期是什么？,1970-02-21
Alyaksandar Lukhvich,Alyaksandar Lukhvich来自哪个国家？,蘇聯
Alyaksandar Lukhvich,Alyaksandar Lukhvich的性别是什么？,男
Pedro Ochoa,Pedro Ochoa的出生日期是什么？,1900-02-22
Pedro Ochoa,Pedro Ochoa来自哪个国家？,阿根廷
Pedro Ochoa,Pedro Ochoa的性别是什么？,男
Pedro Ochoa,Pedro Ochoa的出生日期是什么？,1908-02-22
Pedro Ochoa,Pedro Ochoa来自哪个国家？,阿根廷
Pedro Ochoa,Pedro Ochoa的性别是什么？,男
Serghei Gheorghiev,Serghei Gheorghiev的出生日期是什么？,1991-10-20
Serghei Gheorghiev,Serghei Gheorghiev来自哪个国家？,摩爾多瓦
Serghei Gheorghiev,Serghei Gheorghiev的身高是多少？,176.0
Serghei Gheorghiev,Serghei Gheorghiev的性别是什么？,男
簡·洛維,簡·洛維的出生日期是什么？,1930-07-03
簡·洛維,簡·洛維来自哪个国家？,荷兰王国
簡·洛維,簡·洛維的性别是什么？,男
Juan Martín Parodi,Juan Martín Parodi的出生日期是什么？,1974-09-22
Juan Martín Parodi,Juan Martín Parodi来自哪个国家？,烏拉圭
Juan Martín Parodi,Juan Martín Parodi的身高是多少？,171.0
Juan Martín Parodi,Juan Martín Parodi的性别是什么？,男
赫克托·卡斯特羅,赫克托·卡斯特羅的出生日期是什么？,1904-11-29
赫克托·卡斯特羅,赫克托·卡斯特羅来自哪个国家？,烏拉圭
赫克托·卡斯特羅,赫克托·卡斯特羅的性别是什么？,男
Samuel Wilson,Samuel Wilson的出生日期是什么？,1983-04-04
Samuel Wilson,Samuel Wilson来自哪个国家？,尼加拉瓜
Samuel Wilson,Samuel Wilson的性别是什么？,男
Laureano Ruiz,Laureano Ruiz的出生日期是什么？,1937-10-21
Laureano Ruiz,Laureano Ruiz来自哪个国家？,西班牙
Laureano Ruiz,Laureano Ruiz的性别是什么？,男
安東尼奧·坎德雷瓦,安東尼奧·坎德雷瓦的出生日期是什么？,1987-02-28
安東尼奧·坎德雷瓦,安東尼奧·坎德雷瓦来自哪个国家？,意大利
安東尼奧·坎德雷瓦,安東尼奧·坎德雷瓦的身高是多少？,180.0
安東尼奧·坎德雷瓦,安東尼奧·坎德雷瓦的性别是什么？,男
Mick Bates,Mick Bates的出生日期是什么？,1947-09-19
Mick Bates,Mick Bates来自哪个国家？,英国
Mick Bates,Mick Bates的性别是什么？,男
米斯,米斯的出生日期是什么？,1927-01-26
米斯,米斯来自哪个国家？,比利時
米斯,米斯的身高是多少？,176.0
米斯,米斯的性别是什么？,男
辛迪拉拿,辛迪拉拿的出生日期是什么？,1952-08-23
辛迪拉拿,辛迪拉拿来自哪个国家？,西班牙
辛迪拉拿,辛迪拉拿的身高是多少？,175.0
辛迪拉拿,辛迪拉拿的性别是什么？,男
Tryggve Gran,Tryggve Gran的出生日期是什么？,1888-01-20
Tryggve Gran,Tryggve Gran来自哪个国家？,挪威
Tryggve Gran,Tryggve Gran的性别是什么？,男
Larry Yáñez,Larry Yáñez的出生日期是什么？,1981-04-28
Larry Yáñez,Larry Yáñez来自哪个国家？,秘鲁
Larry Yáñez,Larry Yáñez的性别是什么？,男
韩德熙,韩德熙的出生日期是什么？,1987-02-20
韩德熙,韩德熙来自哪个国家？,大韩民国
韩德熙,韩德熙的性别是什么？,男
Allan Borgvardt,Allan Borgvardt的出生日期是什么？,1980-06-05
Allan Borgvardt,Allan Borgvardt来自哪个国家？,丹麥王國
Allan Borgvardt,Allan Borgvardt的身高是多少？,180.0
Allan Borgvardt,Allan Borgvardt的性别是什么？,男
Stanislav Prins,Stanislav Prins的出生日期是什么？,1988-06-06
Stanislav Prins,Stanislav Prins来自哪个国家？,愛沙尼亞
Stanislav Prins,Stanislav Prins的身高是多少？,187.0
Stanislav Prins,Stanislav Prins的性别是什么？,男
罗曼·埃利,罗曼·埃利的出生日期是什么？,1985-03-06
罗曼·埃利,罗曼·埃利来自哪个国家？,法國
罗曼·埃利,罗曼·埃利的性别是什么？,男
奧斯瓦爾多·賽斯,奧斯瓦爾多·賽斯的出生日期是什么？,1923-08-13
奧斯瓦爾多·賽斯,奧斯瓦爾多·賽斯来自哪个国家？,智利
奧斯瓦爾多·賽斯,奧斯瓦爾多·賽斯的性别是什么？,男
米高·列斯加,米高·列斯加的出生日期是什么？,1973-05-03
米高·列斯加,米高·列斯加来自哪个国家？,荷兰王国
米高·列斯加,米高·列斯加的身高是多少？,177.0
米高·列斯加,米高·列斯加的性别是什么？,男
阿尔贝·加缪,阿尔贝·加缪的出生日期是什么？,1913-11-07
阿尔贝·加缪,阿尔贝·加缪来自哪个国家？,法國
阿尔贝·加缪,阿尔贝·加缪的性别是什么？,男
Mika Aaltonen,Mika Aaltonen的出生日期是什么？,1965-11-16
Mika Aaltonen,Mika Aaltonen来自哪个国家？,芬蘭
Mika Aaltonen,Mika Aaltonen的身高是多少？,180.0
Mika Aaltonen,Mika Aaltonen的性别是什么？,男
尤索夫,尤索夫的出生日期是什么？,1984-11-04
尤索夫,尤索夫来自哪个国家？,奈及利亞
尤索夫,尤索夫的身高是多少？,182.0
尤索夫,尤索夫的性别是什么？,男
亞歷山德羅·馬特里,亞歷山德羅·馬特里的出生日期是什么？,1984-08-19
亞歷山德羅·馬特里,亞歷山德羅·馬特里来自哪个国家？,意大利
亞歷山德羅·馬特里,亞歷山德羅·馬特里的身高是多少？,183.0
亞歷山德羅·馬特里,亞歷山德羅·馬特里的性别是什么？,男
马特里亚,马特里亚的出生日期是什么？,1982-12-04
马特里亚,马特里亚来自哪个国家？,德國
马特里亚,马特里亚的性别是什么？,男
Néstor Camacho,Néstor Camacho的出生日期是什么？,1987-10-15
Néstor Camacho,Néstor Camacho来自哪个国家？,巴拉圭
Néstor Camacho,Néstor Camacho的身高是多少？,175.0
Néstor Camacho,Néstor Camacho的性别是什么？,男
肖恩·馬洛尼,肖恩·馬洛尼的出生日期是什么？,1983-01-24
肖恩·馬洛尼,肖恩·馬洛尼来自哪个国家？,英国
肖恩·馬洛尼,肖恩·馬洛尼的身高是多少？,171.0
肖恩·馬洛尼,肖恩·馬洛尼的性别是什么？,男
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,马塞洛·维埃拉·达席尔瓦·儒尼奥尔的出生日期是什么？,1988-05-12
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,马塞洛·维埃拉·达席尔瓦·儒尼奥尔来自哪个国家？,西班牙
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,马塞洛·维埃拉·达席尔瓦·儒尼奥尔的身高是多少？,174.0
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,马塞洛·维埃拉·达席尔瓦·儒尼奥尔的性别是什么？,男
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,马塞洛·维埃拉·达席尔瓦·儒尼奥尔的出生日期是什么？,1988-05-12
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,马塞洛·维埃拉·达席尔瓦·儒尼奥尔来自哪个国家？,巴西
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,马塞洛·维埃拉·达席尔瓦·儒尼奥尔的身高是多少？,174.0
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,马塞洛·维埃拉·达席尔瓦·儒尼奥尔的性别是什么？,男
帕高·甘保斯,帕高·甘保斯的出生日期是什么？,1916-03-08
帕高·甘保斯,帕高·甘保斯来自哪个国家？,西班牙
帕高·甘保斯,帕高·甘保斯的性别是什么？,男
Ēriks Pētersons,Ēriks Pētersons的出生日期是什么？,1909-01-01
Ēriks Pētersons,Ēriks Pētersons来自哪个国家？,拉脫維亞
Ēriks Pētersons,Ēriks Pētersons的身高是多少？,180.0
Ēriks Pētersons,Ēriks Pētersons的性别是什么？,男
Ēriks Pētersons,Ēriks Pētersons的出生日期是什么？,1909-10-07
Ēriks Pētersons,Ēriks Pētersons来自哪个国家？,拉脫維亞
Ēriks Pētersons,Ēriks Pētersons的身高是多少？,180.0
Ēriks Pētersons,Ēriks Pētersons的性别是什么？,男
Alberts Šeibelis,Alberts Šeibelis的出生日期是什么？,1906-12-26
Alberts Šeibelis,Alberts Šeibelis来自哪个国家？,拉脫維亞
Alberts Šeibelis,Alberts Šeibelis的身高是多少？,180.0
Alberts Šeibelis,Alberts Šeibelis的性别是什么？,男
Alberts Šeibelis,Alberts Šeibelis的出生日期是什么？,1906-12-27
Alberts Šeibelis,Alberts Šeibelis来自哪个国家？,拉脫維亞
Alberts Šeibelis,Alberts Šeibelis的身高是多少？,180.0
Alberts Šeibelis,Alberts Šeibelis的性别是什么？,男
帕哈斯,帕哈斯的出生日期是什么？,1976-08-05
帕哈斯,帕哈斯来自哪个国家？,拉脫維亞
帕哈斯,帕哈斯的身高是多少？,174.0
帕哈斯,帕哈斯的性别是什么？,男
Arnaud Anastassowa,Arnaud Anastassowa的出生日期是什么？,1988-01-23
Arnaud Anastassowa,Arnaud Anastassowa来自哪个国家？,法國
Arnaud Anastassowa,Arnaud Anastassowa的性别是什么？,男
伊比·費南迪斯,伊比·費南迪斯的出生日期是什么？,1919-04-23
伊比·費南迪斯,伊比·費南迪斯来自哪个国家？,西班牙
伊比·費南迪斯,伊比·費南迪斯的性别是什么？,男
Roberto Román Triguero,Roberto Román Triguero的出生日期是什么？,1985-07-11
Roberto Román Triguero,Roberto Román Triguero来自哪个国家？,西班牙
Roberto Román Triguero,Roberto Román Triguero的身高是多少？,174.0
Roberto Román Triguero,Roberto Román Triguero的性别是什么？,男
靴里利達,靴里利達的出生日期是什么？,1914-07-05
靴里利達,靴里利達来自哪个国家？,西班牙
靴里利達,靴里利達的性别是什么？,男
里尔多,里尔多的出生日期是什么？,1942-01-23
里尔多,里尔多来自哪个国家？,巴西
里尔多,里尔多的身高是多少？,172.0
里尔多,里尔多的性别是什么？,男
Alejandro Lanari,Alejandro Lanari的出生日期是什么？,1960-05-02
Alejandro Lanari,Alejandro Lanari来自哪个国家？,阿根廷
Alejandro Lanari,Alejandro Lanari的身高是多少？,179.0
Alejandro Lanari,Alejandro Lanari的性别是什么？,男
Mauro Goicoechea,Mauro Goicoechea的出生日期是什么？,1988-03-27
Mauro Goicoechea,Mauro Goicoechea来自哪个国家？,意大利
Mauro Goicoechea,Mauro Goicoechea的身高是多少？,184.0
Mauro Goicoechea,Mauro Goicoechea的性别是什么？,男
Mauro Goicoechea,Mauro Goicoechea的出生日期是什么？,1988-03-27
Mauro Goicoechea,Mauro Goicoechea来自哪个国家？,烏拉圭
Mauro Goicoechea,Mauro Goicoechea的身高是多少？,184.0
Mauro Goicoechea,Mauro Goicoechea的性别是什么？,男
阿纳斯·阿克巴尔,阿纳斯·阿克巴尔的出生日期是什么？,1994-01-13
阿纳斯·阿克巴尔,阿纳斯·阿克巴尔来自哪个国家？,荷兰王国
阿纳斯·阿克巴尔,阿纳斯·阿克巴尔的身高是多少？,174.0
阿纳斯·阿克巴尔,阿纳斯·阿克巴尔的性别是什么？,男
Fernando Gamboa,Fernando Gamboa的出生日期是什么？,1970-10-28
Fernando Gamboa,Fernando Gamboa来自哪个国家？,阿根廷
Fernando Gamboa,Fernando Gamboa的身高是多少？,180.0
Fernando Gamboa,Fernando Gamboa的性别是什么？,男
Ernest Payne,Ernest Payne的出生日期是什么？,1884-12-23
Ernest Payne,Ernest Payne来自哪个国家？,英国
Ernest Payne,Ernest Payne的性别是什么？,男
Ernest Payne,Ernest Payne的出生日期是什么？,1884-12-23
Ernest Payne,Ernest Payne来自哪个国家？,大不列颠及爱尔兰联合王国
Ernest Payne,Ernest Payne的性别是什么？,男
Mario Gallegos,Mario Gallegos的出生日期是什么？,1988-04-15
Mario Gallegos,Mario Gallegos来自哪个国家？,墨西哥
Mario Gallegos,Mario Gallegos的性别是什么？,男
辛德尼·山姆,辛德尼·山姆的出生日期是什么？,1988-01-31
辛德尼·山姆,辛德尼·山姆来自哪个国家？,德國
辛德尼·山姆,辛德尼·山姆的身高是多少？,174.0
辛德尼·山姆,辛德尼·山姆的性别是什么？,男
科萊·根特,科萊·根特的出生日期是什么？,1994-08-16
科萊·根特,科萊·根特来自哪个国家？,土耳其
科萊·根特,科萊·根特的身高是多少？,184.0
科萊·根特,科萊·根特的性别是什么？,男
科萊·根特,科萊·根特的出生日期是什么？,1994-08-16
科萊·根特,科萊·根特来自哪个国家？,德國
科萊·根特,科萊·根特的身高是多少？,184.0
科萊·根特,科萊·根特的性别是什么？,男
马尔基尼奥斯,马尔基尼奥斯的出生日期是什么？,1994-05-14
马尔基尼奥斯,马尔基尼奥斯来自哪个国家？,葡萄牙
马尔基尼奥斯,马尔基尼奥斯的身高是多少？,183.0
马尔基尼奥斯,马尔基尼奥斯的性别是什么？,男
马尔基尼奥斯,马尔基尼奥斯的出生日期是什么？,1994-05-14
马尔基尼奥斯,马尔基尼奥斯来自哪个国家？,巴西
马尔基尼奥斯,马尔基尼奥斯的身高是多少？,183.0
马尔基尼奥斯,马尔基尼奥斯的性别是什么？,男
亞歷山大·科科林,亞歷山大·科科林的出生日期是什么？,1991-03-19
亞歷山大·科科林,亞歷山大·科科林来自哪个国家？,俄罗斯
亞歷山大·科科林,亞歷山大·科科林的身高是多少？,184.0
亞歷山大·科科林,亞歷山大·科科林的性别是什么？,男
阿當·摩根,阿當·摩根的出生日期是什么？,1994-04-21
阿當·摩根,阿當·摩根来自哪个国家？,英国
阿當·摩根,阿當·摩根的身高是多少？,179.0
阿當·摩根,阿當·摩根的性别是什么？,男
Igor Golban,Igor Golban的出生日期是什么？,1990-07-31
Igor Golban,Igor Golban来自哪个国家？,俄罗斯
Igor Golban,Igor Golban的性别是什么？,男
Igor Golban,Igor Golban的出生日期是什么？,1990-07-31
Igor Golban,Igor Golban来自哪个国家？,乌兹别克斯坦
Igor Golban,Igor Golban的性别是什么？,男
Matej Sivrić,Matej Sivrić的出生日期是什么？,1989-11-27
Matej Sivrić,Matej Sivrić来自哪个国家？,克羅地亞
Matej Sivrić,Matej Sivrić的性别是什么？,男
Matej Sivrić,Matej Sivrić的出生日期是什么？,1990-01-31
Matej Sivrić,Matej Sivrić来自哪个国家？,克羅地亞
Matej Sivrić,Matej Sivrić的性别是什么？,男
奧利弗·基爾希,奧利弗·基爾希的出生日期是什么？,1982-08-21
奧利弗·基爾希,奧利弗·基爾希来自哪个国家？,德國
奧利弗·基爾希,奧利弗·基爾希的身高是多少？,183.0
奧利弗·基爾希,奧利弗·基爾希的性别是什么？,男
Jasmin Šćuk,Jasmin Šćuk的出生日期是什么？,1990-07-14
Jasmin Šćuk,Jasmin Šćuk来自哪个国家？,波斯尼亚和黑塞哥维那
Jasmin Šćuk,Jasmin Šćuk的身高是多少？,183.0
Jasmin Šćuk,Jasmin Šćuk的性别是什么？,男
罗纳尔迪尼奥,罗纳尔迪尼奥的出生日期是什么？,1980-03-21
罗纳尔迪尼奥,罗纳尔迪尼奥来自哪个国家？,西班牙
罗纳尔迪尼奥,罗纳尔迪尼奥的身高是多少？,181.0
罗纳尔迪尼奥,罗纳尔迪尼奥的性别是什么？,男
罗纳尔迪尼奥,罗纳尔迪尼奥的出生日期是什么？,1980-03-21
罗纳尔迪尼奥,罗纳尔迪尼奥来自哪个国家？,巴西
罗纳尔迪尼奥,罗纳尔迪尼奥的身高是多少？,181.0
罗纳尔迪尼奥,罗纳尔迪尼奥的性别是什么？,男
贝纳德·门迪,贝纳德·门迪的出生日期是什么？,1981-08-20
贝纳德·门迪,贝纳德·门迪来自哪个国家？,法國
贝纳德·门迪,贝纳德·门迪的身高是多少？,180.0
贝纳德·门迪,贝纳德·门迪的性别是什么？,男
Eden Ben Basat,Eden Ben Basat的出生日期是什么？,1986-09-08
Eden Ben Basat,Eden Ben Basat来自哪个国家？,以色列
Eden Ben Basat,Eden Ben Basat的身高是多少？,185.0
Eden Ben Basat,Eden Ben Basat的性别是什么？,男
Larsen Touré,Larsen Touré的出生日期是什么？,1984-07-07
Larsen Touré,Larsen Touré来自哪个国家？,法國
Larsen Touré,Larsen Touré的身高是多少？,185.0
Larsen Touré,Larsen Touré的性别是什么？,男
Larsen Touré,Larsen Touré的出生日期是什么？,1984-07-20
Larsen Touré,Larsen Touré来自哪个国家？,法國
Larsen Touré,Larsen Touré的身高是多少？,185.0
Larsen Touré,Larsen Touré的性别是什么？,男
Larsen Touré,Larsen Touré的出生日期是什么？,1984-07-07
Larsen Touré,Larsen Touré来自哪个国家？,几内亚
Larsen Touré,Larsen Touré的身高是多少？,185.0
Larsen Touré,Larsen Touré的性别是什么？,男
Larsen Touré,Larsen Touré的出生日期是什么？,1984-07-20
Larsen Touré,Larsen Touré来自哪个国家？,几内亚
Larsen Touré,Larsen Touré的身高是多少？,185.0
Larsen Touré,Larsen Touré的性别是什么？,男
